,serviceCharge,heatingType,newlyConst,balcony,picturecount,totalRent,yearConstructed,noParkSpaces,firingTypes,hasKitchen,cellar,yearConstructedRange,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,regio3,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish
123942,,central_heating,False,False,7,410.0,2015.0,,gas,False,False,8.0,285.0,25.0,well_kept,normal,no,False,roof_storey,51103,1.0,233.0,4.0,4.0,1,False,Höhenberg,"Thermopane und Schallschutzverglasung
-Single Küche
-Bad / WC
-Zentral Warmwasser
-neue Zentral Heizung 2015
-Kabel TV
-Laminatboden
Appartement ist neu renoviert",,,2015.0
123951,,,False,True,24,,1969.0,,,True,False,2.0,990.0,86.0,,normal,,False,apartment,50829,3.0,,,,3,False,Bocklemünd/Mengenich,"- Fliesen im Bad 
- Einbauküche bleibt auf Wunsch 
- Fliesen in der Küche 
- gehobenerer Standard und sehr gepflegte Ausstattung 
- Grüne Wohnanlage 
- Ruhige Gegend 
- Großer Kellerraum 
- Waschküche",,,
123971,261.3,central_heating,False,True,1,891.15,1977.0,,oil,False,True,3.0,629.85,95.0,well_kept,simple,,False,apartment,51103,4.0,124.0,1.0,,4,False,Kalk,Baujahrestypisch. Warmwasser über die Zentralheizung.,,,
123974,250.0,,False,False,9,2400.0,1964.0,,gas,False,False,2.0,2000.0,185.0,,sophisticated,,False,,50678,4.0,180.0,0.0,3.0,4,False,Altstadt_&_Neustadt_Süd,,150.0,,2019.0
124017,400.0,central_heating,False,True,25,3600.0,2006.0,2.0,district_heating,True,True,7.0,3200.0,200.0,fully_renovated,luxury,negotiable,True,apartment,50678,4.5,,3.0,5.0,4,False,Altstadt_&_Neustadt_Süd,"Wohnwer[f]t 18.20 - Kompromisslose Architektur 
In Anlehnung an die historischen Speicherhäuser im Rheinauhafen spielen die Architekten Oxen + Römer und Partner mit dem Rhythmus aus Baukörper und Luftvolumen. Nach außen präsentieren sich die zwei Gebäude der wohnwer[f]t 18.20 als ein Ensemble aus vielfach variierten, vor- und zurückspringenden Quadern. Diese reagieren mit großformatigen Ausschnitten auf die Umgebung und erzeugen individuelle Wohnlösungen. 

Während sich die Gebäude zur Stadtseite und an den Kopfseiten eher geschlossen darstellen, öffnen sie sich zum Wasser vollflächig. Ihre skulpturale Wirkung wird durch die Wahl der Materialien noch unterstrichen. Die über die öffentliche Tiefgarage zu erreichenden Privatgaragen der wohnwer[f]t 18.20 befinden sich unter den Gebäuden. Sie verfügen über direkte Zugänge zu den Glasaufzügen und damit zu den Wohnungen und den im Erdgeschoss befindlichen Büro- und Ladeneinheiten.",,,2006.0
124238,80.0,stove_heating,False,True,9,615.0,1961.0,1.0,coal,True,True,2.0,535.0,58.0,fully_renovated,normal,,False,raised_ground_floor,51147,2.0,,1.0,3.0,2,True,Grengel,"Überall Laminat, neue Elektroleitungen, Kachelofen, der mit festen Brennstoffen selbst geheizt werden muß (vom Flur ausgehend). Heizkosten sind daher nicht in der Miete enthalten.",0.0,,1983.0
124269,,,False,True,9,1200.0,,,,True,False,,1000.0,67.0,,,,True,apartment,50931,2.0,,,,2,False,Lindenthal,,,,
124296,100.0,gas_heating,False,True,8,750.0,1961.0,,gas,True,False,2.0,650.0,36.0,refurbished,,,False,apartment,50668,1.0,,0.0,4.0,1,False,Altstadt_&_Neustadt_Nord,,,,2018.0
124384,400.0,central_heating,True,True,21,2650.0,2018.0,1.0,gas,False,True,9.0,2250.0,174.0,mint_condition,sophisticated,negotiable,True,terraced_flat,50858,4.0,44.0,0.0,3.0,4,True,Junkersdorf,"Die Wohnung hat einen sehr klaren und funktionalen Grundriss.

Von dem langgezogenen Flur, den man im Eingang betritt, erschließen sich rechts und links die Schlafbereiche mit den jeweiligen Tageslichtbädern, sowie das Gäste WC, ein Hauswirtschaftsraum , Garderobe und Ankleidebereich, bevor den Besucher  der  großzügige Wohn-/ Essbereich mit offener Küche empfängt.

Von hier aus, aber auch vom Elternschlafbereich sind die beiden Terrassen und der Garten zugänglich.

Bodentiefe Fenster mit Blick in den Garten lassen die Wohnung besonders licht und freundlich erscheinen. Als Verschattung dient ein fest installiertes Raffstoresystem .

In allen Wohn- und Schlafräumen ist hochwertiges, geöltes Eichenparkett verlegt, in der Küche, den Bädern und dem Hauswirtschaftsraum findet man als Bodenbelag sandfarbene Fliesen in dem Maß 60x30 cm.

Die Wände sind weiß verputzt und alle Räume verfügen über Fußbodenheizung, welche separat regelbar ist.

Die hochwertige, auf Maß eingebaute Küche kann gegen eine Abschlagszahlung übernommen werden.

Die Wohnung verfügt über ein kontrolliertes Be- und Entlüftungssystem

Ein Kellerraum und ein Tiefgaragenplatz runden das Gesamtpaket ab.",,A,2018.0
124468,300.0,,False,False,7,1855.75,2015.0,1.0,gas,True,False,8.0,1395.75,119.3,mint_condition,sophisticated,,True,apartment,50999,4.0,48.0,,,4,False,Rodenkirchen,"Ihre großzügige Etagenwohnung ist in allen Wohn- und Schlafräumen mit Parkett und Malervlies-Wänden ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!

Der zusätzliche Abstellraum schafft Platz. Das elegante Tageslichtbad ist mit Badewanne und WC ausgestattet.   Das zweite Bad besticht durch eine Dusche  und WC. Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Die beiden Balkone stellen höchste Wohn- und Lebensqualität sicher.

Zu Ihrer Wohnung gehört selbstverständlich auch ein großzügig bemessener Tiefgaragenplatz.",80.0,,
124550,160.0,gas_heating,False,False,11,1260.0,1961.0,,gas,False,False,2.0,1100.0,69.0,refurbished,,,False,apartment,50668,2.0,,,4.0,2,False,Altstadt_&_Neustadt_Nord,,,,2018.0
124680,120.0,district_heating,False,False,6,,2017.0,,local_heating,False,False,9.0,531.42,25.31,mint_condition,,no,True,,51105,1.0,43.88,1.0,1.0,1,False,Humboldt/Gremberg,"Die Appartements sind voll möbliert und modern eingerichtet. Eine Pantry-Küche mit Herd, Spüle, Kühlschrank, Mikrowelle, Kleiderschrank, Schreibtisch mit Stuhl, Hänge- und Standregal, Garderobe mit Spiegel, Bett mit Lattenrost (90 cm x 200 cm) vervollständigen die Einrichtung.
Das Objekt umfasst folgende Appartements:
•	137 Appartements (19 - 74 m² Wohnfläche)
•	10 Kfz-Stellplätze / 28 TG-Stellplätze",,A_PLUS,
124690,202.0,central_heating,False,True,5,1076.25,1969.0,,district_heating:electricity,False,True,2.0,762.25,95.52,,,,False,apartment,51109,4.5,90.0,3.0,,4,False,Neubrück,Isolierverglasung; Warmwasser zentral (über Heizanlage); Waschmaschinenanschluss; rutschfeste Fliesen; Kellerraum; Zentralheizung; Fernwärme; Rauchwarnmelder; Loggia;,112.0,C,
124772,280.0,central_heating,False,True,13,1580.0,1935.0,1.0,natural_gas_light,True,True,1.0,1300.0,84.0,well_kept,,,True,apartment,50674,2.0,123.0,4.0,6.0,2,False,Altstadt_&_Neustadt_Nord,Diese gut geschnitte Etagenwohnung befindet sich im 4. Obergeschoß. Aufzug im Haus. Großzügig offen verbunden sind das Wohnzimmer mit der seitlich gelegenen Küche. Der Balkon ist vom Wohnzimmer zu begehen. Über das großräumige Badezimmer gelangt man in das dahinter liegende Schlafzimmer.,,,
124967,150.0,central_heating,False,False,5,685.0,,1.0,district_heating,True,True,,480.0,39.0,well_kept,normal,negotiable,True,roof_storey,50939,2.0,48.0,4.0,4.0,2,False,Sülz,,,,
125028,180.0,central_heating,False,True,11,,,,gas,False,True,,910.0,91.0,fully_renovated,sophisticated,,False,apartment,50674,4.0,,3.0,3.0,4,False,Altstadt_&_Neustadt_Süd,Die Wohnung bezaubert durch ihre Gemütlichkeit.,,,
125290,200.0,central_heating,False,True,20,,1976.0,1.0,gas,False,True,3.0,700.0,63.5,fully_renovated,sophisticated,no,False,raised_ground_floor,51105,2.0,134.3,1.0,3.0,2,False,Poll,"In dieser schönen Wohnung ist ein ansprechender, neuer Parkettboden verlegt. Das Badezimmer ist mit antrazitfarbenen Fliesenboden und großen weißen Wandfliesen ausgestattet.",,,2019.0
125308,100.0,self_contained_central_heating,False,False,11,,1940.0,,gas,False,True,1.0,770.0,89.0,,,no,False,apartment,51107,4.0,141.0,2.0,,4,False,Rath/Heumar,"- kein Balkon     
- elektrische Rollläden
- Parkett/Fliesen
- Wohnküche 
- Wannenbad mit Fenster
- 3 Parteienhaus 
- großer Keller
- Wasch-Trockenraum
",,,2017.0
125316,,,False,False,9,,1990.0,,district_heating,False,False,4.0,1250.0,30.0,well_kept,,no,True,apartment,50670,1.0,116.4,2.0,6.0,1,False,Altstadt_&_Neustadt_Nord,"Moderne Möblierung, Laminatboden, separate Einbauküche mit Spülmaschine, Mikrowelle und Essbereich, Duschbad, Kabel-TV, WLAN- Internetanschluss, Hifi, Waschmaschine im Badezimmer, Gemeinschaftstrockner gegen Gebühr im Keller",,C,
125334,260.0,central_heating,True,True,19,2460.0,2019.0,1.0,,True,True,9.0,2100.0,128.6,mint_condition,luxury,no,False,apartment,50858,3.0,,2.0,,3,False,Weiden,"Diese erstklassige Wohnung überzeugt mit einem einladenden, hellen Wohnzimmer mit großer Fensterfront zum Balkon. Die Wohnung verfügt über eine offene Wohnküche mit Kücheninsel. Über die Diele mit Einbauschrank erreichen Sie die anderen Räumlichkeiten. Verbunden über das Ankleidezimmer folgt ein elegantes Schlafzimmer mit Flügelfenstern. Angrenzend daran liegt das zweite Zimmer, welches sich durch den schönen Blick auf die umliegenden Bäume und einen Abstellraum auszeichnet. Von dort erreicht man über das Ankleidezimmer das wunderschöne Badezimmer. Warme, hellgraue Steinfliesen, eine große Dusche mit Glastüren, beleuchtete Spiegel und eine wunderschöne, freistehende Badewanne runden das luxuriöse Badezimmer ab.",,,2019.0
125401,140.0,gas_heating,False,False,8,,1958.0,,gas,True,True,2.0,760.0,65.0,well_kept,normal,,False,,51063,3.0,,4.0,4.0,3,False,Mülheim,"- gepflegte  Parkettböden im Wohn- und Schlafbereich; helle Fliesen in Küche und Badezimmer
- Einbauküche mit allen erforderlichen Elektrogeräten
- Duschbad
- Kellerraum",60.0,,
125417,180.0,central_heating,False,True,3,925.0,1986.0,1.0,gas,True,True,4.0,745.0,62.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,apartment,50858,2.0,,1.0,3.0,2,False,Junkersdorf,"Die geschmackvolle, gehobene Ausstattung mit Fußbodenheizung, sowie großzügigem Südbalkon, Holzfenstern mit Rollläden etc. ermöglicht ein angenehmes Wohnen in einer kleinen Wohneinheit. 
Die Wohnung verfügt über Wohnzimmer, Küche mit Einbauküche, Schlafzimmer, Bad, separate Toilette und Balkon bei einer Wohnungsgröße von ca. 62 m²; sowie einem Kellerraum.",,,
125460,110.0,,False,True,8,600.0,1983.0,1.0,,True,True,4.0,490.0,42.0,modernized,sophisticated,yes,False,raised_ground_floor,50858,1.0,,0.0,3.0,1,False,Junkersdorf,"Die Wohnung ist mit hellgrauen Fliesen ausgestattet, helles Duschbad, Einbauküche.",,,
125509,195.0,central_heating,False,True,6,1960.0,1960.0,,gas,True,False,2.0,1650.0,110.0,,,,True,apartment,50933,4.0,73.5,2.0,,4,False,Braunsfeld,"Allgemein:
- Waschtrockner

Badezimmer:
- Dusche

",115.0,C,
125558,153.5,central_heating,False,True,3,903.5,,,gas,False,True,,750.0,50.0,,,,False,roof_storey,51143,2.0,,3.0,,2,True,Zündorf,,,,2019.0
125670,350.0,central_heating,False,True,13,2540.0,1990.0,1.0,gas,True,False,4.0,1990.0,110.0,refurbished,,negotiable,True,penthouse,50672,2.0,,6.0,6.0,2,False,Altstadt_&_Neustadt_Nord,"+Gäste-WC
+Flatscreen TV
+Tiefgaragenstellplatz
+Internet DSL (WLAN)
+separate Einbauküche
+Waschmaschine
+Trockner
+Spülmaschine
+Mikrowelle
+Elektroherd
+Kühlschrank
+Betten mit hochwertigen gesunden Matratzen
+moderne & hochwertige Möblierung
+Parkett- und Fliesenboden
+Tageslichtbad mit Wanne
+SAT-TV
+Strom
+Heizung
+Bettwäsche & Handtücher
+Balkon
u.v.m.",,,
125936,420.0,gas_heating,True,True,11,3820.0,2019.0,,gas,False,False,9.0,3400.0,206.0,mint_condition,,,False,apartment,50999,5.5,,0.0,1.0,5,True,Sürth,,,,
125939,205.0,,False,True,9,2005.0,,,,True,False,,1800.0,130.0,,,no,False,maisonette,50733,3.5,,4.0,4.0,3,False,Nippes,"Eichenparkett, bodentiefe Fenster",,,
126380,290.0,,False,True,9,1380.0,,,district_heating,False,False,,1090.0,98.51,,,,True,ground_floor,50829,3.0,59.0,0.0,,3,False,Ossendorf,"Terrasse, Bad mit Badewanne, Bad mit Dusche, separates Gäste - WC, Fußbodenheizung, Parkett, elektrische Rolläden, Rolläden, Kabelanschluss, Funkwärmemengenzähler, Videogegensprechanlage, Rauchwarnmelder, separater Kellerraum, separater Fahrradkeller, Aufzug",,,
126446,350.0,central_heating,False,True,22,1500.0,1979.0,,oil,False,True,3.0,1150.0,115.03,fully_renovated,sophisticated,negotiable,False,apartment,50829,3.0,173.2,1.0,2.0,3,False,Bocklemünd/Mengenich,"Fussbodenheizung, bodentiefe Fenster",,NO_INFORMATION,2016.0
126485,660.0,gas_heating,False,True,12,4150.0,2006.0,2.0,gas,True,True,7.0,3490.0,216.0,mint_condition,luxury,yes,True,penthouse,50672,4.0,,7.0,7.0,4,False,Altstadt_&_Neustadt_Nord,"Poggenpohl Markenküche mit Gaggenau- Elektrogeräten, Klimaanlage, Fußbodenheizung, bodentiefe Fensterfronten, massiver Parkettboden. Sauna, hochwertige Fliesen und Ausstattung im Badezimmer. 
Terrasse mit Belag aus Bankirai.

Vorinstallierte Bose-Beschallung in fast allen Räumen, Einbauschränke in beiden Schlafzimmern, Vorhänge, teilweise Einbaulampen in den Zimmern, Beleuchtung und Spiegel in den Bädern.",,,2018.0
126528,100.0,central_heating,False,True,8,568.0,1964.0,,gas,False,True,2.0,428.0,34.25,modernized,normal,no,False,ground_floor,51145,1.0,100.0,0.0,2.0,1,False,Urbach,"Wohn-/Schlafraum mit bodentiefem Fenster und ebenerdigem Zugang auf die ca. 12 m² überdachte Terrasse. Mit Raufaser tapeziert und weiß gestrichen, sowie einem schönen neuen Boden in Holzdekor. Die Küche ist separat und abschließbar. 
Innenliegendes Badezimmer mit Badewanne, Fliesen weiß. Warmwasserversorgung über Durchlauferhitzer.",40.0,C,2016.0
126583,350.0,central_heating,False,True,13,2000.0,1982.0,1.0,natural_gas_heavy,False,True,4.0,1550.0,104.79,well_kept,,,True,,50935,3.0,124.0,2.0,,3,False,Lindenthal,Die Wohnung ist vollständig saniert und renoviert worden.,,D,
126701,160.0,floor_heating,False,False,13,910.0,,,,True,True,,750.0,52.0,,,negotiable,False,ground_floor,50672,2.0,,0.0,0.0,2,False,Altstadt_&_Neustadt_Nord,,,,
126716,125.0,central_heating,False,True,13,1380.0,2017.0,1.0,gas,True,True,9.0,1130.0,82.0,first_time_use_after_refurbishment,sophisticated,negotiable,True,apartment,50997,3.0,165.5,,,3,True,Rondorf,"Über eine großzügige Diele erreichen Sie den Wohnbereich!Die komplette Wohnung wurde mit einem hochwertigen Designerboden ausgestattet.Das Highlight der Wohnung ist die bodentiefe Fensterfront, was genügend Sonnenlicht spendet und es gemütlich werden lässt.Das Badezimmer ist mit modernen Fließen und einer ebenerdiger Dusche versehen sowie Badewanne mit Whirlpool Funktion  Auch der Waschmaschinenanschluss befindet sich dort.Der Balkon ist in Süd-West Lage ausgerichtet und somit ideal für sonnige & gemütliche Stunden.


Die Wohnung ist komplett möbliert. Die angezeigten Bilder sind Beispielbilder.",125.0,,2019.0
126742,168.0,central_heating,False,True,9,,1976.0,,gas,False,True,3.0,821.59,77.0,well_kept,,negotiable,True,apartment,50999,3.5,94.37,2.0,5.0,3,False,Weiß,"° Balkon
° Aufzug
° innenliegendes Bad mit Wanne
° Waschmaschinenanschluss im Badezimmer
° Gaszentralheizung
° E-Durchlauferhitzer zur Aufbereitung der Warmwasserversorgung
° Abstellkammer
° Trockenräume
° Fahrradkeller
° Multimedianschluss
° Rauchmelder
° Türspion

Aufzug, Balkon, Wannenbad, Abstellkammer
• Balkon
 • Aufzug
 • Zentral
 • Gas",100.0,,
126749,310.0,floor_heating,False,True,9,1415.0,,1.0,,False,True,,1030.0,94.0,first_time_use,sophisticated,negotiable,True,apartment,51069,3.0,18.79,1.0,3.0,3,False,Dellbrück,"Die Wohnung wird modernen Wohnansprüchen gerecht:
3 helle Zimmer, offene Küche, Diele, Bad/WC mit bodentiefer Dusche, Wannenbad/WC, Südbalkon, Keller, Wasch- und Trockenkeller, Fahrradkeller  

Bodenbeläge ausgeführt in einem hochwertigen Eichenparkettboden und beigen Steinfliesen; Fußbodenheizung nebst Warmwasseraufbereitung über Nahwärme; bodentiefe Kunststofffenster mit Isolierverglasung und elektrischen Rollläden. Ein Personenaufzug fährt sie bequem in alle Geschossebenen. Der großzügige Südbalkon lädt zum Verweilen ein. 
Die Wohnung ist ab dem 01.10.2019 bezugsfertig. Aufgrund Eigenbedarfs ist das Mietverhältnis auf +/- 4-5 Jahre begrenzt. 

",,,
126777,80.0,central_heating,False,True,4,735.0,1996.0,,gas,False,True,5.0,575.0,59.0,,sophisticated,,False,apartment,51069,2.0,79.0,0.0,2.0,2,False,Dünnwald,"Das Objekt liegt im 1. Obergeschoß eines gepflegten Mehrfamilienhauses. 

Die Zweizimmerwohnung betritt man durch einen geräumigen Flur. Das große helle Wohn-/ Esszimmer  ist mit Parkett ausgelegt. Von hieraus betritt man den Balkon. Ein Schlafzimmer und eine Küche gehören zur Wohnung. Das Badezimmer mit Badewanne ist hell gefliest und mit hellem Sanitär ausgestattet.     
         
Zur Wohnung gehört ein Kellerraum.",80.0,,
126800,90.0,central_heating,False,False,4,545.0,1925.0,,natural_gas_light,True,True,1.0,455.0,23.95,first_time_use_after_refurbishment,,,False,apartment,50677,1.0,169.9,1.0,4.0,1,False,Altstadt_&_Neustadt_Süd,"Die Wohnung wurde im Januar umfangreich saniert.

- kernsaniertes innenliegendes Badezimmer

- hochwertiger Vinylboden in Holz-Optik

- renoviert

- neue Pantryküche wird dem Mieter während der Mietzeit kostenfrei zur Verfügung gestellt

- Kellerabteil",,,2020.0
127094,170.0,floor_heating,True,True,4,955.0,2020.0,,,False,True,9.0,785.0,65.07,,,negotiable,True,ground_floor,50769,2.0,,,,2,True,Worringen,"Alle Wohnungen verfügen über barrierefreie Grundrisse. 

Je Haus ist eine Aufzugsanlage vorhanden, die Sie bequem vom Kellergeschoss bis ins Obergeschoss bringt.

Die intelligent geplanten Grundrisse tragen Ihren individuellen Wohnbedürfnissen Rechnung.

Besonders  innovativ für diese Wohnanlage ist eine Luft-Wärmepumpen-Heizungsanlage, die alle Wohnungen mit Wärme und Warmwasser versorgt. Diese kostengünstige Art der Wärmeerzeugung reduziert die Nebenkosten dauerhaft erheblich!

Eine Fußbodenheizung sorgt für wohlige Wärme. Die Bäder haben zusätzlich einen individuell regelbaren elektrischen Handtuchheizkörper.

Die ansprechenden Bäder werden mit einer bodengleichen Dusche und Glasduschkabine ausgestattet. Die Bäder der behindertengerechten Wohnungen erhalten eine Vorhangstange.

Neben dem separaten Mieterkeller haben Sie die Möglichkeit, den allgemeinen Fahrradkeller, einen eigenen Stellplatz für Waschmaschine und Trockner sowie einen Trockenraum zu nutzen.",,,
127111,150.0,central_heating,False,False,7,650.0,,,oil,True,False,,500.0,35.0,well_kept,sophisticated,no,False,apartment,50996,1.0,,1.0,,1,False,Rodenkirchen,"Hochwertige Einbauküche, schönes hochwertiges Duschbad; Parkettfußboden",,,2012.0
127117,610.0,gas_heating,False,True,10,4750.0,1974.0,1.0,gas,False,True,3.0,4140.0,207.0,,,,False,apartment,50968,4.0,58.0,0.0,,4,False,Marienburg,,,B,2007.0
127729,375.0,central_heating,False,True,12,2850.0,1895.0,,,False,True,1.0,2475.0,150.0,refurbished,sophisticated,,True,maisonette,50668,5.0,,,,5,False,Altstadt_&_Neustadt_Nord,"Die Wohnung ist in einem ausgesprochen guten Zustand, hier können Sie theoretisch direkt einziehen.

Alle Wohn- und Schlafräume sowie auch die Dielenbereiche sind mit Echtholz-Boden ausgestattet, die Bäder sind gefliest. Isolierverglaste Fenster sind verbaut, teilweise sind bereits Licht-Spots eingelassen.

Zur Wohnung gehört ein großzügiger Abstellraum im Keller.",,,
127734,200.0,central_heating,False,True,5,855.0,1967.0,1.0,oil,False,True,2.0,655.0,64.0,first_time_use_after_refurbishment,normal,negotiable,False,ground_floor,51061,2.0,152.0,0.0,2.0,2,True,Höhenhaus,"In der gesamten Wohnung wird vor Einzug neuer Laminatboden verlegt.

Das gut geschnittene helle Tageslichtbadezimmer ist komplett saniert und mit einer Badewanne ausgestattet.

Der Fliesenspiegel in der Küche wurde ebenfalls hell gefliest.

Im Flur befindet sich ein Abstellraum.

Ein Kellerraum steht Ihnen ebenfalls zur Verfügung.",,E,2019.0
127849,500.0,,False,True,5,,,1.0,gas,False,False,,2400.0,168.0,well_kept,sophisticated,,True,raised_ground_floor,50933,4.0,,,,4,True,Braunsfeld,,,,
127872,,central_heating,True,True,12,1595.0,2019.0,1.0,,False,True,9.0,1320.0,110.0,,sophisticated,,True,apartment,51069,3.0,24.6,1.0,,3,False,Dellbrück,"- Bodentiefe Schallschutzfenster.
- 3-fach-Verglasung
- aktive Lüftung
- elektrische Rollladen
- zum Wohnraum offene Küche
- LAN-Verkabelung
- Glasfasernetz von Telecom und Netcologne
- Viedeo-Gegensprechanlage
- Echtholzparkett
- ebenerdige Dusche
- Abstellkammer
- glatte Wände mit Malervlies
- Aufzug bis TG und Keller
- barrierefrei
- Fahrradstellplätze in Tiefgarage
- PKW-Tiefgaragenstellplatz optional",,A_PLUS,
127914,130.0,self_contained_central_heating,False,False,14,796.0,1965.0,,gas,False,True,2.0,666.0,56.0,,,,False,apartment,50999,2.0,146.2,1.0,3.0,2,True,Weiß,"Laminat in Wohn-, Schlafzimmer und Essdiele.
Fliesen in Bad, Küche und Diele.

In der Waschküche ist Platz für eine eigene Waschmaschine.

Ein Kellerraum ist vorhanden.

Rollladen an allen Fenstern.",,,
128047,150.0,central_heating,False,True,9,1120.0,1998.0,1.0,gas,True,True,5.0,890.0,52.0,refurbished,sophisticated,no,True,apartment,50676,2.0,,4.0,5.0,2,False,Altstadt_&_Neustadt_Süd,"- Aufzug
- Gegensprechanlage
- Gaszentralheizung aus 1998
- Warmwasser über Zentralheizung
- Waschmaschinenanschluss im Bad
- Kunststofffenster mit Isolierverglasung
- Laminatböden
- 2 Austritte/Balkone
- geschmackvoll eingerichtet",0.0,,
128056,105.0,district_heating,False,False,11,725.0,,,,True,False,,620.0,37.0,,,,False,apartment,50667,1.0,,3.0,4.0,1,False,Altstadt_&_Neustadt_Nord,,,,
128073,350.0,central_heating,False,False,32,1900.0,1960.0,,natural_gas_heavy,False,True,2.0,1500.0,110.0,,sophisticated,,False,ground_floor,50733,3.0,121.0,0.0,4.0,3,False,Nippes,"Die Bodenbeläge in den Bädern und im Windfang bestehen aus keramischen Fliesen. Alle übrigen Wohnflächen sind mit einem Designboden belegt.
Alle Wände sind neu tapeziert und weiß gestrichen.
Die Warmwasserversorgung der Bäder erfolgt über Durchlauferhitzer und in der Küche über ein Untertischgerät.",,D,2019.0
128166,60.0,central_heating,True,True,2,420.0,2019.0,1.0,gas,False,True,9.0,360.0,25.0,first_time_use,sophisticated,negotiable,True,apartment,51145,1.0,,3.0,4.0,1,False,Urbach,"-hell gefliestes Bad mit modernem anthrazitfarbenen Bodenbelag
-Scheinwerferspots zur Lichtgebung im Sanitärbereich
-ebenerdige Dusche
-moderner Designbodenbelag aus Vinyl in Holzoptik in allen Räumen
-weiße Fußleisten
-neutrale weiße Streichputzwände
-separater Kellerraum
-dreifachverglaste Fenster im weißen Kunststoffrahmen
-moderner, grauer Basaltbodenbelag auf Balkon bzw. Terrasse",,,
128207,225.0,gas_heating,False,False,12,1200.0,,,gas,True,False,,975.0,39.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,maisonette,50968,2.0,,2.0,2.0,2,False,Bayenthal,"Die neue Einbauküche ist mit einer Kühl/Gefrierkombination, einer Spülmaschine, einem Ceranfeld, Backofen sowie einer Kaffeemaschine ausgestattet.
Im Badezimmer befindet sich eine ebenerdige walkin - Dusche.
Das Schlafzimmer verfügt über ein Boxspringbett ( 140 cm ) sowie einer Klimaanlage.Erholsamer Schlaf ist somit garantiert.
Im Wohnzimmer steht eine gemütliche Couch, die als Schlafsofa benutzt werden kann.
",,,2020.0
128325,301.0,combined_heat_and_power_plant,True,True,13,1460.3,2018.0,,wood,False,False,9.0,1159.3,105.39,first_time_use,,,True,apartment,51103,3.0,86.0,2.0,,3,False,Kalk,"Diese attraktive Dreizimmer Maisonette Wohnung verfügt neben einer offenen Küche mit Essbereich über ein Gäste-WC und ein Badezimmer mit bodengleicher Dusche sowie einer Dachterrasse, die Sie nach eigenen Vorstellungen bepflanzen oder mit einem Lounge Bereich ausstatten können. 

Die großzügig geschnittenen Wohnungen sind neben einer Dreifachverglasung der Fenster mit elektrischen Rollläden ausgestattet und werden über ein Blockheizkraftwerk beheizt. 
Hier ist es auch möglich, den Mieterstrom über das BHKW zu beziehen-sprechen Sie uns bei Interesse gerne an.
Der Kalkhof ist hervorragend an das U-Bahn- und S-Bahnnetz sowie den Busverkehr angeschlossen,
auch der Kölner Autobahnring ist in wenigen Minuten erreicht. 
Der Fahrradraum, in welchem Sie komfortabel ihr Rad abstellen können, befindet sich in der bewachten Tiefgarage und ist für alle Mieter nutzbar. Zudem können Sie hier einen Stellplatz anmieten.
Und sollten Sie mal etwas vergessen haben: kein Problem, über die Tiefgarage des Objekts gelangen Sie direkt in den Drogerieladen und zum Supermarkt im Erdgeschoss.  
",90.0,NO_INFORMATION,
128408,500.0,district_heating,False,True,14,2920.0,1950.0,,,True,False,1.0,2420.0,142.0,first_time_use,luxury,,True,penthouse,50670,3.0,,6.0,6.0,3,False,Altstadt_&_Neustadt_Nord,"Die Penthousewohnung verfügt über einen einladenden Eingangsbereich mit angrenzender Garderobe und Zugang zum Gästebad sowie Gästezimmer. Highlight der Wohnung ist der offene Wohn- und Küchenbereich. Zur Ausstattung gehört eine moderne und hochwertige Einbauküche. Mit Blick auf das Gerling Quartier wurde an der einen Seite eine großflächige Fensterfront mit Schiebetür zur angrenzenden Terasse verbaut. Weiterer Blickfang in diesem Raum ist der moderne Kamin. Durch eine Schiebetür gelangt man in das Schlafzimmer. Von hier geht es in den Ankleidebereich und in das Hauptbad. Im Schlafzimmer wurde ebenfalls eine großflächige Schiebetür zur Terasse hin verbaut. 
Das Hauptbad verfügt über eine bodentiefe Dusche und eine Badewanne. Neben hochwertigen Steinfliesen wurden auch hochwertige Armaturen verbaut. Hightlight im Hauptbad und auch im Gästebad sind Waschtische aus Mineralguss. 
Im gesamten Wohn- und Eingangsbereich, sowie im Schlafzimmer und in der Ankleide ist ein hochwertiges Echtholzparkett verlegt. Alle Wände in der Wohnung sind glatt verputzt und weiß gestrichen. Die Beheizung der Wohnung erfolgt über eine Fußbodenheizung. 
Der Aufzug im Treppenhaus fährt bis in die vierte Etage, sodass man nur wenige Stufen bis zur Wohnung gehen muss. 
Am Eingang der Wohnung befindet sich eine Videogegensprechanlage.",,,2017.0
